C++ doc,url
tensorflow::ops::Atan2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/atan2.html
tensorflow::ops::Atanh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/atanh.html
tensorflow::ops::BatchMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/batch-mat-mul.html
tensorflow::ops::BatchMatMulV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/batch-mat-mul-v2.html
tensorflow::ops::BesselI0e,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bessel-i0e.html
tensorflow::ops::BesselI1e,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bessel-i1e.html
tensorflow::ops::Betainc,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/betainc.html
tensorflow::ops::Bincount,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bincount.html
tensorflow::ops::Bucketize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bucketize.html
tensorflow::ops::Cast,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cast.html
tensorflow::ops::Ceil,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/ceil.html
tensorflow::ops::ClipByValue,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/clip-by-value.html
tensorflow::ops::CompareAndBitpack,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/compare-and-bitpack.html
tensorflow::ops::Complex,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/complex.html
tensorflow::ops::ComplexAbs,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/complex-abs.html
tensorflow::ops::Conj,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conj.html
tensorflow::ops::Cos,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cos.html
tensorflow::ops::Cosh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cosh.html
tensorflow::ops::Cross,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cross.html
tensorflow::ops::Cumprod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumprod.html
tensorflow::ops::Cumsum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/cumsum.html
tensorflow::ops::Digamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/digamma.html
tensorflow::ops::Div,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/div.html
tensorflow::ops::DivNoNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/div-no-nan.html
tensorflow::ops::Equal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/equal.html
tensorflow::ops::Erf,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/erf.html
tensorflow::ops::Erfc,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/erfc.html
tensorflow::ops::EuclideanNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/euclidean-norm.html
tensorflow::ops::Exp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/exp.html
tensorflow::ops::Expm1,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/expm1.html
tensorflow::ops::Floor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor.html
tensorflow::ops::FloorDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor-div.html
tensorflow::ops::FloorMod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/floor-mod.html
tensorflow::ops::Greater,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater.html
tensorflow::ops::GreaterEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/greater-equal.html
tensorflow::ops::HistogramFixedWidth,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/histogram-fixed-width.html
tensorflow::ops::Igamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/igamma.html
tensorflow::ops::Igammac,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/igammac.html
tensorflow::ops::Imag,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/imag.html
tensorflow::ops::Inv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/inv.html
tensorflow::ops::IsFinite,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-finite.html
tensorflow::ops::IsInf,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-inf.html
tensorflow::ops::IsNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-nan.html
tensorflow::ops::Less,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less.html
tensorflow::ops::LessEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/less-equal.html
tensorflow::ops::Lgamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/lgamma.html
tensorflow::ops::LinSpace,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/lin-space.html
tensorflow::ops::Log,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log.html
tensorflow::ops::Log1p,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log1p.html
tensorflow::ops::LogicalAnd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-and.html
tensorflow::ops::LogicalNot,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-not.html
tensorflow::ops::LogicalOr,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-or.html
tensorflow::ops::MatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mat-mul.html
tensorflow::ops::Max,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max.html
tensorflow::ops::Maximum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/maximum.html
tensorflow::ops::Mean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mean.html
tensorflow::ops::Min,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/min.html
tensorflow::ops::Minimum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/minimum.html
tensorflow::ops::Mod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mod.html
tensorflow::ops::MulNoNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mul-no-nan.html
tensorflow::ops::Multiply,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multiply.html
tensorflow::ops::Negate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/negate.html
tensorflow::ops::NextAfter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/next-after.html
tensorflow::ops::NotEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/not-equal.html
tensorflow::ops::Polygamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/polygamma.html
tensorflow::ops::Pow,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/pow.html
tensorflow::ops::Prod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/prod.html
tensorflow::ops::QuantizeDownAndShrinkRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantize-down-and-shrink-range.html
tensorflow::ops::QuantizedAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-add.html
tensorflow::ops::QuantizedMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mat-mul.html
tensorflow::ops::QuantizedMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mul.html
tensorflow::ops::Range,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/range.html
tensorflow::ops::Real,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real.html
tensorflow::ops::RealDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real-div.html
tensorflow::ops::Reciprocal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reciprocal.html
tensorflow::ops::RequantizationRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/requantization-range.html
tensorflow::ops::Requantize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/requantize.html
tensorflow::ops::Rint,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/rint.html
tensorflow::ops::Round,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/round.html
tensorflow::ops::Rsqrt,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/rsqrt.html
tensorflow::ops::SegmentMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-max.html
tensorflow::ops::SegmentMean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-mean.html
tensorflow::ops::SegmentMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-min.html
tensorflow::ops::SegmentProd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-prod.html
tensorflow::ops::SegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-sum.html
tensorflow::ops::SelectV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/select-v2.html
tensorflow::ops::Sigmoid,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sigmoid.html
tensorflow::ops::Sign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sign.html
tensorflow::ops::Sin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sin.html
tensorflow::ops::Sinh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sinh.html
tensorflow::ops::SparseMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-mat-mul.html
tensorflow::ops::SparseSegmentMean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean.html
tensorflow::ops::SparseSegmentMeanGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean-grad.html
tensorflow::ops::SparseSegmentMeanWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean-with-num-segments.html
tensorflow::ops::SparseSegmentSqrtN,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n.html
tensorflow::ops::SparseSegmentSqrtNGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n-grad.html
tensorflow::ops::SparseSegmentSqrtNWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n-with-num-segments.html
tensorflow::ops::SparseSegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sum.html
tensorflow::ops::SparseSegmentSumWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sum-with-num-segments.html
tensorflow::ops::Sqrt,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sqrt.html
tensorflow::ops::Square,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/square.html
tensorflow::ops::SquaredDifference,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/squared-difference.html
tensorflow::ops::Subtract,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/subtract.html
tensorflow::ops::Sum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sum.html
tensorflow::ops::Tan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tan.html
tensorflow::ops::Tanh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tanh.html
tensorflow::ops::TruncateDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/truncate-div.html
tensorflow::ops::TruncateMod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/truncate-mod.html
tensorflow::ops::UnsortedSegmentMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-max.html
tensorflow::ops::UnsortedSegmentMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-min.html
tensorflow::ops::UnsortedSegmentProd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-prod.html
tensorflow::ops::UnsortedSegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-sum.html
tensorflow::ops::Where3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/where3.html
tensorflow::ops::Xdivy,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/xdivy.html
tensorflow::ops::Xlogy,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/xlogy.html
tensorflow::ops::Zeta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/zeta.html
tensorflow::ops::AvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool.html
tensorflow::ops::AvgPool3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool3-d.html
tensorflow::ops::AvgPool3DGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool3-d-grad.html
tensorflow::ops::BiasAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bias-add.html
tensorflow::ops::BiasAddGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bias-add-grad.html
tensorflow::ops::Conv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d.html
tensorflow::ops::Conv2DBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d-backprop-filter.html
tensorflow::ops::Conv2DBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d-backprop-input.html
tensorflow::ops::Conv3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d.html
tensorflow::ops::Conv3DBackpropFilterV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d-backprop-filter-v2.html
tensorflow::ops::Conv3DBackpropInputV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d-backprop-input-v2.html
tensorflow::ops::DataFormatDimMap,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/data-format-dim-map.html
tensorflow::ops::DataFormatVecPermute,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/data-format-vec-permute.html
tensorflow::ops::DepthwiseConv2dNative,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native.html
tensorflow::ops::DepthwiseConv2dNativeBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native-backprop-filter.html
tensorflow::ops::DepthwiseConv2dNativeBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native-backprop-input.html
tensorflow::ops::Dilation2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d.html
tensorflow::ops::Dilation2DBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d-backprop-filter.html
tensorflow::ops::Dilation2DBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d-backprop-input.html
tensorflow::ops::Elu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/elu.html
tensorflow::ops::FractionalAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-avg-pool.html
tensorflow::ops::FractionalMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-max-pool.html
tensorflow::ops::FusedBatchNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm.html
tensorflow::ops::FusedBatchNormGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad.html
tensorflow::ops::FusedBatchNormGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad-v2.html
tensorflow::ops::FusedBatchNormGradV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad-v3.html
tensorflow::ops::FusedBatchNormV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-v2.html
tensorflow::ops::FusedBatchNormV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-v3.html
tensorflow::ops::FusedPadConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-pad-conv2-d.html
tensorflow::ops::FusedResizeAndPadConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-resize-and-pad-conv2-d.html
tensorflow::ops::InTopK,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/in-top-k.html
tensorflow::ops::InTopKV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/in-top-k-v2.html
tensorflow::ops::L2Loss,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l2-loss.html
tensorflow::ops::LRN,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l-r-n.html
tensorflow::ops::LogSoftmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log-softmax.html
tensorflow::ops::MaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool.html
tensorflow::ops::MaxPool3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d.html
tensorflow::ops::MaxPool3DGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d-grad.html
tensorflow::ops::MaxPool3DGradGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d-grad-grad.html
tensorflow::ops::MaxPoolGradGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad.html
tensorflow::ops::MaxPoolGradGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad-v2.html
tensorflow::ops::MaxPoolGradGradWithArgmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad-with-argmax.html
tensorflow::ops::MaxPoolGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-v2.html
tensorflow::ops::MaxPoolV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-v2.html
tensorflow::ops::MaxPoolWithArgmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-with-argmax.html
tensorflow::ops::NthElement,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/nth-element.html
tensorflow::ops::QuantizedAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-avg-pool.html
tensorflow::ops::QuantizedBatchNormWithGlobalNormalization,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-batch-norm-with-global-normalization.html
tensorflow::ops::QuantizedBiasAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-bias-add.html
tensorflow::ops::QuantizedConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-conv2-d.html
tensorflow::ops::QuantizedMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-max-pool.html
tensorflow::ops::QuantizedRelu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu.html
tensorflow::ops::QuantizedRelu6,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu6.html
tensorflow::ops::QuantizedReluX,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu-x.html
tensorflow::ops::Relu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/relu.html
tensorflow::ops::Relu6,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/relu6.html
tensorflow::ops::Selu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/selu.html
tensorflow::ops::Softmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax.html
tensorflow::ops::SoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax-cross-entropy-with-logits.html
tensorflow::ops::Softplus,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softplus.html
tensorflow::ops::Softsign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softsign.html
tensorflow::ops::SparseSoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-softmax-cross-entropy-with-logits.html
tensorflow::ops::TopK,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/top-k.html
tensorflow::ops::NoOp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/no-op.html
tensorflow::ops::DecodeCSV,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-c-s-v.html
tensorflow::ops::DecodeCompressed,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-compressed.html
tensorflow::ops::DecodeJSONExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-j-s-o-n-example.html
tensorflow::ops::DecodePaddedRaw,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-padded-raw.html
tensorflow::ops::DecodeRaw,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-raw.html
tensorflow::ops::ParseExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-example.html
tensorflow::ops::ParseSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-sequence-example.html
tensorflow::ops::ParseSingleExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-example.html
tensorflow::ops::ParseSingleSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-sequence-example.html
tensorflow::ops::ParseTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-tensor.html
tensorflow::ops::SerializeTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/serialize-tensor.html
tensorflow::ops::StringToNumber,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-to-number.html
tensorflow::ops::Multinomial,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multinomial.html
tensorflow::ops::ParameterizedTruncatedNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parameterized-truncated-normal.html
tensorflow::ops::RandomGamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-gamma.html
tensorflow::ops::RandomNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-normal.html
tensorflow::ops::RandomPoissonV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-poisson-v2.html
tensorflow::ops::RandomShuffle,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-shuffle.html
tensorflow::ops::RandomUniform,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-uniform.html
tensorflow::ops::RandomUniformInt,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-uniform-int.html
tensorflow::ops::TruncatedNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/truncated-normal.html
tensorflow::ops::AddManySparseToTensorsMap,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/add-many-sparse-to-tensors-map.html
tensorflow::ops::AddSparseToTensorsMap,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/add-sparse-to-tensors-map.html
tensorflow::ops::DeserializeManySparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/deserialize-many-sparse.html
tensorflow::ops::DeserializeSparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/deserialize-sparse.html
tensorflow::ops::SerializeManySparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/serialize-many-sparse.html
tensorflow::ops::SerializeSparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/serialize-sparse.html
tensorflow::ops::SparseAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-add.html
tensorflow::ops::SparseAddGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-add-grad.html
tensorflow::ops::SparseConcat,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-concat.html
tensorflow::ops::SparseCross,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-cross.html
tensorflow::ops::SparseDenseCwiseAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-dense-cwise-add.html
tensorflow::ops::SparseDenseCwiseDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-dense-cwise-div.html
tensorflow::ops::SparseDenseCwiseMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-dense-cwise-mul.html
tensorflow::ops::SparseFillEmptyRows,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-fill-empty-rows.html
tensorflow::ops::SparseFillEmptyRowsGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-fill-empty-rows-grad.html
tensorflow::ops::SparseReduceMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reduce-max.html
tensorflow::ops::SparseReduceMaxSparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reduce-max-sparse.html
tensorflow::ops::SparseReduceSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reduce-sum.html
tensorflow::ops::SparseReduceSumSparse,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reduce-sum-sparse.html
tensorflow::ops::SparseReorder,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reorder.html
tensorflow::ops::SparseReshape,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-reshape.html
tensorflow::ops::SparseSlice,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-slice.html
tensorflow::ops::SparseSliceGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-slice-grad.html
tensorflow::ops::SparseSoftmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-softmax.html
tensorflow::ops::SparseSparseMaximum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-sparse-maximum.html
tensorflow::ops::SparseSparseMinimum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-sparse-minimum.html
tensorflow::ops::SparseSplit,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-split.html
tensorflow::ops::SparseTensorDenseAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-tensor-dense-add.html
tensorflow::ops::SparseTensorDenseMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-tensor-dense-mat-mul.html
tensorflow::ops::TakeManySparseFromTensorsMap,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/take-many-sparse-from-tensors-map.html
tensorflow::ops::Assign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign.html
tensorflow::ops::AssignAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign-add.html
tensorflow::ops::AssignSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/assign-sub.html
tensorflow::ops::CountUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/count-up-to.html
tensorflow::ops::DestroyTemporaryVariable,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/destroy-temporary-variable.html
tensorflow::ops::IsVariableInitialized,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/is-variable-initialized.html
tensorflow::ops::ResourceCountUpTo,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-count-up-to.html
tensorflow::ops::ResourceScatterNdAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-scatter-nd-add.html
tensorflow::ops::ResourceScatterNdSub,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/resource-scatter-nd-sub.html
