PY_API,URL,ALIASES,CPP_API,CPP_URL
all_candidate_sampler,https://www.tensorflow.org/api_docs/python/tf/random/all_candidate_sampler,"['tf.compat.v1.nn.all_candidate_sampler', 'tf.compat.v1.random.all_candidate_sampler', 'tf.compat.v2.nn.all_candidate_sampler', 'tf.compat.v2.random.all_candidate_sampler']",tensorflow::ops::AllCandidateSampler,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/all-candidate-sampler.html
categorical,https://www.tensorflow.org/api_docs/python/tf/random/categorical,"['tf.compat.v1.random.categorical', 'tf.compat.v2.random.categorical']",,
fixed_unigram_candidate_sampler,https://www.tensorflow.org/api_docs/python/tf/random/fixed_unigram_candidate_sampler,"['tf.compat.v1.nn.fixed_unigram_candidate_sampler', 'tf.compat.v1.random.fixed_unigram_candidate_sampler', 'tf.compat.v2.nn.fixed_unigram_candidate_sampler', 'tf.compat.v2.random.fixed_unigram_candidate_sampler']",tensorflow::ops::FixedUnigramCandidateSampler,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fixed-unigram-candidate-sampler.html
gamma,https://www.tensorflow.org/api_docs/python/tf/random/gamma,"['tf.compat.v1.random.gamma', 'tf.compat.v1.random_gamma', 'tf.compat.v2.random.gamma']",,
learned_unigram_candidate_sampler,https://www.tensorflow.org/api_docs/python/tf/random/learned_unigram_candidate_sampler,"['tf.compat.v1.nn.learned_unigram_candidate_sampler', 'tf.compat.v1.random.learned_unigram_candidate_sampler', 'tf.compat.v2.nn.learned_unigram_candidate_sampler', 'tf.compat.v2.random.learned_unigram_candidate_sampler']",tensorflow::ops::LearnedUnigramCandidateSampler,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/learned-unigram-candidate-sampler.html
log_uniform_candidate_sampler,https://www.tensorflow.org/api_docs/python/tf/random/log_uniform_candidate_sampler,"['tf.compat.v1.nn.log_uniform_candidate_sampler', 'tf.compat.v1.random.log_uniform_candidate_sampler', 'tf.compat.v2.random.log_uniform_candidate_sampler']",tensorflow::ops::LogUniformCandidateSampler,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log-uniform-candidate-sampler.html
normal,https://www.tensorflow.org/api_docs/python/tf/random/normal,"['tf.compat.v1.random.normal', 'tf.compat.v1.random_normal', 'tf.compat.v2.random.normal']",,
poisson,https://www.tensorflow.org/api_docs/python/tf/random/poisson,['tf.compat.v2.random.poisson'],,
set_seed,https://www.tensorflow.org/api_docs/python/tf/random/set_seed,['tf.compat.v2.random.set_seed'],,
shuffle,https://www.tensorflow.org/api_docs/python/tf/random/shuffle,"['tf.compat.v1.random.shuffle', 'tf.compat.v1.random_shuffle', 'tf.compat.v2.random.shuffle']",,
stateless_categorical,https://www.tensorflow.org/api_docs/python/tf/random/stateless_categorical,"['tf.compat.v1.random.stateless_categorical', 'tf.compat.v2.random.stateless_categorical']",,
stateless_normal,https://www.tensorflow.org/api_docs/python/tf/random/stateless_normal,"['tf.compat.v1.random.stateless_normal', 'tf.compat.v2.random.stateless_normal']",,
stateless_truncated_normal,https://www.tensorflow.org/api_docs/python/tf/random/stateless_truncated_normal,"['tf.compat.v1.random.stateless_truncated_normal', 'tf.compat.v2.random.stateless_truncated_normal']",,
stateless_uniform,https://www.tensorflow.org/api_docs/python/tf/random/stateless_uniform,"['tf.compat.v1.random.stateless_uniform', 'tf.compat.v2.random.stateless_uniform']",,
truncated_normal,https://www.tensorflow.org/api_docs/python/tf/random/truncated_normal,"['tf.compat.v1.random.truncated_normal', 'tf.compat.v1.truncated_normal', 'tf.compat.v2.random.truncated_normal']",,
uniform,https://www.tensorflow.org/api_docs/python/tf/random/uniform,"['tf.compat.v1.random.uniform', 'tf.compat.v1.random_uniform', 'tf.compat.v2.random.uniform']",,
uniform_candidate_sampler,https://www.tensorflow.org/api_docs/python/tf/random/uniform_candidate_sampler,"['tf.compat.v1.nn.uniform_candidate_sampler', 'tf.compat.v1.random.uniform_candidate_sampler', 'tf.compat.v2.random.uniform_candidate_sampler']",tensorflow::ops::UniformCandidateSampler,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/uniform-candidate-sampler.html
create_rng_state,https://www.tensorflow.org/api_docs/python/tf/random/experimental/create_rng_state,"['tf.compat.v1.random.experimental.create_rng_state', 'tf.compat.v2.random.experimental.create_rng_state']",,
Generator,https://www.tensorflow.org/api_docs/python/tf/random/experimental/Generator,"['tf.compat.v1.random.experimental.Generator', 'tf.compat.v2.random.experimental.Generator']",,
get_global_generator,https://www.tensorflow.org/api_docs/python/tf/random/experimental/get_global_generator,"['tf.compat.v1.random.experimental.get_global_generator', 'tf.compat.v2.random.experimental.get_global_generator']",,
set_global_generator,https://www.tensorflow.org/api_docs/python/tf/random/experimental/set_global_generator,"['tf.compat.v1.random.experimental.set_global_generator', 'tf.compat.v2.random.experimental.set_global_generator']",,
Asset,https://www.tensorflow.org/api_docs/python/tf/saved_model/Asset,"['tf.compat.v1.saved_model.Asset', 'tf.compat.v2.saved_model.Asset']",,
contains_saved_model,https://www.tensorflow.org/api_docs/python/tf/saved_model/contains_saved_model,['tf.compat.v2.saved_model.contains_saved_model'],,
load,https://www.tensorflow.org/api_docs/python/tf/saved_model/load,"['tf.compat.v1.saved_model.load_v2', 'tf.compat.v2.saved_model.load']",,
save,https://www.tensorflow.org/api_docs/python/tf/saved_model/save,"['tf.compat.v1.saved_model.experimental.save', 'tf.compat.v1.saved_model.save', 'tf.compat.v2.saved_model.save']",tensorflow::ops::Save,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/save.html
SaveOptions,https://www.tensorflow.org/api_docs/python/tf/saved_model/SaveOptions,"['tf.compat.v1.saved_model.SaveOptions', 'tf.compat.v2.saved_model.SaveOptions']",,
difference,https://www.tensorflow.org/api_docs/python/tf/sets/difference,"['tf.compat.v1.sets.difference', 'tf.compat.v1.sets.set_difference', 'tf.compat.v2.sets.difference']",,
intersection,https://www.tensorflow.org/api_docs/python/tf/sets/intersection,"['tf.compat.v1.sets.intersection', 'tf.compat.v1.sets.set_intersection', 'tf.compat.v2.sets.intersection']",,
size,https://www.tensorflow.org/api_docs/python/tf/sets/size,"['tf.compat.v1.sets.set_size', 'tf.compat.v1.sets.size', 'tf.compat.v2.sets.size']",,
union,https://www.tensorflow.org/api_docs/python/tf/sets/union,"['tf.compat.v1.sets.set_union', 'tf.compat.v1.sets.union', 'tf.compat.v2.sets.union']",,
dct,https://www.tensorflow.org/api_docs/python/tf/signal/dct,"['tf.compat.v1.signal.dct', 'tf.compat.v1.spectral.dct', 'tf.compat.v2.signal.dct']",,
fft,https://www.tensorflow.org/api_docs/python/tf/signal/fft,"['tf.compat.v1.fft', 'tf.compat.v1.signal.fft', 'tf.compat.v1.spectral.fft', 'tf.compat.v2.signal.fft']",,
fft2d,https://www.tensorflow.org/api_docs/python/tf/signal/fft2d,"['tf.compat.v1.fft2d', 'tf.compat.v1.signal.fft2d', 'tf.compat.v1.spectral.fft2d', 'tf.compat.v2.signal.fft2d']",,
fft3d,https://www.tensorflow.org/api_docs/python/tf/signal/fft3d,"['tf.compat.v1.fft3d', 'tf.compat.v1.signal.fft3d', 'tf.compat.v1.spectral.fft3d', 'tf.compat.v2.signal.fft3d']",,
fftshift,https://www.tensorflow.org/api_docs/python/tf/signal/fftshift,"['tf.compat.v1.signal.fftshift', 'tf.compat.v2.signal.fftshift']",,
frame,https://www.tensorflow.org/api_docs/python/tf/signal/frame,"['tf.compat.v1.signal.frame', 'tf.compat.v2.signal.frame']",,
hamming_window,https://www.tensorflow.org/api_docs/python/tf/signal/hamming_window,"['tf.compat.v1.signal.hamming_window', 'tf.compat.v2.signal.hamming_window']",,
hann_window,https://www.tensorflow.org/api_docs/python/tf/signal/hann_window,"['tf.compat.v1.signal.hann_window', 'tf.compat.v2.signal.hann_window']",,
idct,https://www.tensorflow.org/api_docs/python/tf/signal/idct,"['tf.compat.v1.signal.idct', 'tf.compat.v1.spectral.idct', 'tf.compat.v2.signal.idct']",,
ifft,https://www.tensorflow.org/api_docs/python/tf/signal/ifft,"['tf.compat.v1.ifft', 'tf.compat.v1.signal.ifft', 'tf.compat.v1.spectral.ifft', 'tf.compat.v2.signal.ifft']",,
ifft2d,https://www.tensorflow.org/api_docs/python/tf/signal/ifft2d,"['tf.compat.v1.ifft2d', 'tf.compat.v1.signal.ifft2d', 'tf.compat.v1.spectral.ifft2d', 'tf.compat.v2.signal.ifft2d']",,
ifft3d,https://www.tensorflow.org/api_docs/python/tf/signal/ifft3d,"['tf.compat.v1.ifft3d', 'tf.compat.v1.signal.ifft3d', 'tf.compat.v1.spectral.ifft3d', 'tf.compat.v2.signal.ifft3d']",,
ifftshift,https://www.tensorflow.org/api_docs/python/tf/signal/ifftshift,"['tf.compat.v1.signal.ifftshift', 'tf.compat.v2.signal.ifftshift']",,
inverse_stft,https://www.tensorflow.org/api_docs/python/tf/signal/inverse_stft,"['tf.compat.v1.signal.inverse_stft', 'tf.compat.v2.signal.inverse_stft']",,
inverse_stft_window_fn,https://www.tensorflow.org/api_docs/python/tf/signal/inverse_stft_window_fn,"['tf.compat.v1.signal.inverse_stft_window_fn', 'tf.compat.v2.signal.inverse_stft_window_fn']",,
irfft,https://www.tensorflow.org/api_docs/python/tf/signal/irfft,"['tf.compat.v1.signal.irfft', 'tf.compat.v1.spectral.irfft', 'tf.compat.v2.signal.irfft']",,
irfft2d,https://www.tensorflow.org/api_docs/python/tf/signal/irfft2d,"['tf.compat.v1.signal.irfft2d', 'tf.compat.v1.spectral.irfft2d', 'tf.compat.v2.signal.irfft2d']",,
irfft3d,https://www.tensorflow.org/api_docs/python/tf/signal/irfft3d,"['tf.compat.v1.signal.irfft3d', 'tf.compat.v1.spectral.irfft3d', 'tf.compat.v2.signal.irfft3d']",,
linear_to_mel_weight_matrix,https://www.tensorflow.org/api_docs/python/tf/signal/linear_to_mel_weight_matrix,"['tf.compat.v1.signal.linear_to_mel_weight_matrix', 'tf.compat.v2.signal.linear_to_mel_weight_matrix']",,
mfccs_from_log_mel_spectrograms,https://www.tensorflow.org/api_docs/python/tf/signal/mfccs_from_log_mel_spectrograms,"['tf.compat.v1.signal.mfccs_from_log_mel_spectrograms', 'tf.compat.v2.signal.mfccs_from_log_mel_spectrograms']",,
overlap_and_add,https://www.tensorflow.org/api_docs/python/tf/signal/overlap_and_add,"['tf.compat.v1.signal.overlap_and_add', 'tf.compat.v2.signal.overlap_and_add']",,
rfft,https://www.tensorflow.org/api_docs/python/tf/signal/rfft,"['tf.compat.v1.signal.rfft', 'tf.compat.v1.spectral.rfft', 'tf.compat.v2.signal.rfft']",,
rfft2d,https://www.tensorflow.org/api_docs/python/tf/signal/rfft2d,"['tf.compat.v1.signal.rfft2d', 'tf.compat.v1.spectral.rfft2d', 'tf.compat.v2.signal.rfft2d']",,
rfft3d,https://www.tensorflow.org/api_docs/python/tf/signal/rfft3d,"['tf.compat.v1.signal.rfft3d', 'tf.compat.v1.spectral.rfft3d', 'tf.compat.v2.signal.rfft3d']",,
stft,https://www.tensorflow.org/api_docs/python/tf/signal/stft,"['tf.compat.v1.signal.stft', 'tf.compat.v2.signal.stft']",,
add,https://www.tensorflow.org/api_docs/python/tf/sparse/add,['tf.compat.v2.sparse.add'],,
concat,https://www.tensorflow.org/api_docs/python/tf/sparse/concat,['tf.compat.v2.sparse.concat'],,
cross,https://www.tensorflow.org/api_docs/python/tf/sparse/cross,"['tf.compat.v1.sparse.cross', 'tf.compat.v2.sparse.cross']",,
cross_hashed,https://www.tensorflow.org/api_docs/python/tf/sparse/cross_hashed,"['tf.compat.v1.sparse.cross_hashed', 'tf.compat.v2.sparse.cross_hashed']",,
expand_dims,https://www.tensorflow.org/api_docs/python/tf/sparse/expand_dims,"['tf.compat.v1.sparse.expand_dims', 'tf.compat.v2.sparse.expand_dims']",,
eye,https://www.tensorflow.org/api_docs/python/tf/sparse/eye,"['tf.compat.v1.sparse.eye', 'tf.compat.v2.sparse.eye']",,
fill_empty_rows,https://www.tensorflow.org/api_docs/python/tf/sparse/fill_empty_rows,"['tf.compat.v1.sparse.fill_empty_rows', 'tf.compat.v1.sparse_fill_empty_rows', 'tf.compat.v2.sparse.fill_empty_rows']",,
from_dense,https://www.tensorflow.org/api_docs/python/tf/sparse/from_dense,"['tf.compat.v1.sparse.from_dense', 'tf.compat.v2.sparse.from_dense']",,
mask,https://www.tensorflow.org/api_docs/python/tf/sparse/mask,"['tf.compat.v1.sparse.mask', 'tf.compat.v1.sparse_mask', 'tf.compat.v2.sparse.mask']",,
maximum,https://www.tensorflow.org/api_docs/python/tf/sparse/maximum,"['tf.compat.v1.sparse.maximum', 'tf.compat.v1.sparse_maximum', 'tf.compat.v2.sparse.maximum']",,
minimum,https://www.tensorflow.org/api_docs/python/tf/sparse/minimum,"['tf.compat.v1.sparse.minimum', 'tf.compat.v1.sparse_minimum', 'tf.compat.v2.sparse.minimum']",,
reduce_max,https://www.tensorflow.org/api_docs/python/tf/sparse/reduce_max,['tf.compat.v2.sparse.reduce_max'],,
reduce_sum,https://www.tensorflow.org/api_docs/python/tf/sparse/reduce_sum,['tf.compat.v2.sparse.reduce_sum'],,
reorder,https://www.tensorflow.org/api_docs/python/tf/sparse/reorder,"['tf.compat.v1.sparse.reorder', 'tf.compat.v1.sparse_reorder', 'tf.compat.v2.sparse.reorder']",,
reset_shape,https://www.tensorflow.org/api_docs/python/tf/sparse/reset_shape,"['tf.compat.v1.sparse.reset_shape', 'tf.compat.v1.sparse_reset_shape', 'tf.compat.v2.sparse.reset_shape']",,
reshape,https://www.tensorflow.org/api_docs/python/tf/sparse/reshape,"['tf.compat.v1.sparse.reshape', 'tf.compat.v1.sparse_reshape', 'tf.compat.v2.sparse.reshape']",,
retain,https://www.tensorflow.org/api_docs/python/tf/sparse/retain,"['tf.compat.v1.sparse.retain', 'tf.compat.v1.sparse_retain', 'tf.compat.v2.sparse.retain']",,
segment_mean,https://www.tensorflow.org/api_docs/python/tf/sparse/segment_mean,['tf.compat.v2.sparse.segment_mean'],,
segment_sqrt_n,https://www.tensorflow.org/api_docs/python/tf/sparse/segment_sqrt_n,['tf.compat.v2.sparse.segment_sqrt_n'],,
segment_sum,https://www.tensorflow.org/api_docs/python/tf/sparse/segment_sum,['tf.compat.v2.sparse.segment_sum'],,
slice,https://www.tensorflow.org/api_docs/python/tf/sparse/slice,"['tf.compat.v1.sparse.slice', 'tf.compat.v1.sparse_slice', 'tf.compat.v2.sparse.slice']",,
softmax,https://www.tensorflow.org/api_docs/python/tf/sparse/softmax,"['tf.compat.v1.sparse.softmax', 'tf.compat.v1.sparse_softmax', 'tf.compat.v2.sparse.softmax']",,
SparseTensor,https://www.tensorflow.org/api_docs/python/tf/sparse/SparseTensor,"['tf.compat.v1.SparseTensor', 'tf.compat.v1.sparse.SparseTensor', 'tf.compat.v2.SparseTensor', 'tf.compat.v2.sparse.SparseTensor']",,
sparse_dense_matmul,https://www.tensorflow.org/api_docs/python/tf/sparse/sparse_dense_matmul,"['tf.compat.v1.sparse.matmul', 'tf.compat.v1.sparse.sparse_dense_matmul', 'tf.compat.v1.sparse_tensor_dense_matmul', 'tf.compat.v2.sparse.sparse_dense_matmul']",,
split,https://www.tensorflow.org/api_docs/python/tf/sparse/split,['tf.compat.v2.sparse.split'],,
to_dense,https://www.tensorflow.org/api_docs/python/tf/sparse/to_dense,"['tf.compat.v1.sparse.to_dense', 'tf.compat.v1.sparse_tensor_to_dense', 'tf.compat.v2.sparse.to_dense']",,
to_indicator,https://www.tensorflow.org/api_docs/python/tf/sparse/to_indicator,"['tf.compat.v1.sparse.to_indicator', 'tf.compat.v1.sparse_to_indicator', 'tf.compat.v2.sparse.to_indicator']",,
transpose,https://www.tensorflow.org/api_docs/python/tf/sparse/transpose,"['tf.compat.v1.sparse.transpose', 'tf.compat.v1.sparse_transpose', 'tf.compat.v2.sparse.transpose']",,
as_string,https://www.tensorflow.org/api_docs/python/tf/strings/as_string,"['tf.compat.v1.as_string', 'tf.compat.v1.dtypes.as_string', 'tf.compat.v1.strings.as_string', 'tf.compat.v2.as_string', 'tf.compat.v2.strings.as_string']",tensorflow::ops::AsString,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/as-string.html
bytes_split,https://www.tensorflow.org/api_docs/python/tf/strings/bytes_split,"['tf.compat.v1.strings.bytes_split', 'tf.compat.v2.strings.bytes_split']",,
format,https://www.tensorflow.org/api_docs/python/tf/strings/format,"['tf.compat.v1.strings.format', 'tf.compat.v2.strings.format']",,
join,https://www.tensorflow.org/api_docs/python/tf/strings/join,"['tf.compat.v1.string_join', 'tf.compat.v1.strings.join', 'tf.compat.v2.strings.join']",,
length,https://www.tensorflow.org/api_docs/python/tf/strings/length,['tf.compat.v2.strings.length'],,
lower,https://www.tensorflow.org/api_docs/python/tf/strings/lower,"['tf.compat.v1.strings.lower', 'tf.compat.v2.strings.lower']",,
ngrams,https://www.tensorflow.org/api_docs/python/tf/strings/ngrams,"['tf.compat.v1.strings.ngrams', 'tf.compat.v2.strings.ngrams']",,
reduce_join,https://www.tensorflow.org/api_docs/python/tf/strings/reduce_join,['tf.compat.v2.strings.reduce_join'],,
regex_full_match,https://www.tensorflow.org/api_docs/python/tf/strings/regex_full_match,"['tf.compat.v1.strings.regex_full_match', 'tf.compat.v2.strings.regex_full_match']",tensorflow::ops::RegexFullMatch,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/regex-full-match.html
regex_replace,https://www.tensorflow.org/api_docs/python/tf/strings/regex_replace,"['tf.compat.v1.regex_replace', 'tf.compat.v1.strings.regex_replace', 'tf.compat.v2.strings.regex_replace']",tensorflow::ops::RegexReplace,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/regex-replace.html
split,https://www.tensorflow.org/api_docs/python/tf/strings/split,['tf.compat.v2.strings.split'],,
strip,https://www.tensorflow.org/api_docs/python/tf/strings/strip,"['tf.compat.v1.string_strip', 'tf.compat.v1.strings.strip', 'tf.compat.v2.strings.strip']",,
substr,https://www.tensorflow.org/api_docs/python/tf/strings/substr,['tf.compat.v2.strings.substr'],,
to_hash_bucket,https://www.tensorflow.org/api_docs/python/tf/strings/to_hash_bucket,['tf.compat.v2.strings.to_hash_bucket'],,
to_hash_bucket_fast,https://www.tensorflow.org/api_docs/python/tf/strings/to_hash_bucket_fast,"['tf.compat.v1.string_to_hash_bucket_fast', 'tf.compat.v1.strings.to_hash_bucket_fast', 'tf.compat.v2.strings.to_hash_bucket_fast']",,
to_hash_bucket_strong,https://www.tensorflow.org/api_docs/python/tf/strings/to_hash_bucket_strong,"['tf.compat.v1.string_to_hash_bucket_strong', 'tf.compat.v1.strings.to_hash_bucket_strong', 'tf.compat.v2.strings.to_hash_bucket_strong']",,
to_number,https://www.tensorflow.org/api_docs/python/tf/strings/to_number,['tf.compat.v2.strings.to_number'],,
unicode_decode,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_decode,"['tf.compat.v1.strings.unicode_decode', 'tf.compat.v2.strings.unicode_decode']",,
unicode_decode_with_offsets,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_decode_with_offsets,"['tf.compat.v1.strings.unicode_decode_with_offsets', 'tf.compat.v2.strings.unicode_decode_with_offsets']",,
unicode_encode,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_encode,"['tf.compat.v1.strings.unicode_encode', 'tf.compat.v2.strings.unicode_encode']",,
unicode_script,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_script,"['tf.compat.v1.strings.unicode_script', 'tf.compat.v2.strings.unicode_script']",tensorflow::ops::UnicodeScript,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unicode-script.html
unicode_split,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_split,"['tf.compat.v1.strings.unicode_split', 'tf.compat.v2.strings.unicode_split']",,
unicode_split_with_offsets,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_split_with_offsets,"['tf.compat.v1.strings.unicode_split_with_offsets', 'tf.compat.v2.strings.unicode_split_with_offsets']",,
unicode_transcode,https://www.tensorflow.org/api_docs/python/tf/strings/unicode_transcode,"['tf.compat.v1.strings.unicode_transcode', 'tf.compat.v2.strings.unicode_transcode']",tensorflow::ops::UnicodeTranscode,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unicode-transcode.html
unsorted_segment_join,https://www.tensorflow.org/api_docs/python/tf/strings/unsorted_segment_join,"['tf.compat.v1.strings.unsorted_segment_join', 'tf.compat.v2.strings.unsorted_segment_join']",tensorflow::ops::UnsortedSegmentJoin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-join.html
upper,https://www.tensorflow.org/api_docs/python/tf/strings/upper,"['tf.compat.v1.strings.upper', 'tf.compat.v2.strings.upper']",,
audio,https://www.tensorflow.org/api_docs/python/tf/summary/audio,['tf.compat.v2.summary.audio'],,
create_file_writer,https://www.tensorflow.org/api_docs/python/tf/summary/create_file_writer,['tf.compat.v2.summary.create_file_writer'],,
create_noop_writer,https://www.tensorflow.org/api_docs/python/tf/summary/create_noop_writer,['tf.compat.v2.summary.create_noop_writer'],,
flush,https://www.tensorflow.org/api_docs/python/tf/summary/flush,['tf.compat.v2.summary.flush'],,
histogram,https://www.tensorflow.org/api_docs/python/tf/summary/histogram,['tf.compat.v2.summary.histogram'],,
image,https://www.tensorflow.org/api_docs/python/tf/summary/image,['tf.compat.v2.summary.image'],,
record_if,https://www.tensorflow.org/api_docs/python/tf/summary/record_if,['tf.compat.v2.summary.record_if'],,
scalar,https://www.tensorflow.org/api_docs/python/tf/summary/scalar,['tf.compat.v2.summary.scalar'],,
SummaryWriter,https://www.tensorflow.org/api_docs/python/tf/summary/SummaryWriter,['tf.compat.v2.summary.SummaryWriter'],,
text,https://www.tensorflow.org/api_docs/python/tf/summary/text,['tf.compat.v2.summary.text'],,
trace_export,https://www.tensorflow.org/api_docs/python/tf/summary/trace_export,['tf.compat.v2.summary.trace_export'],,
trace_off,https://www.tensorflow.org/api_docs/python/tf/summary/trace_off,['tf.compat.v2.summary.trace_off'],,
trace_on,https://www.tensorflow.org/api_docs/python/tf/summary/trace_on,['tf.compat.v2.summary.trace_on'],,
write,https://www.tensorflow.org/api_docs/python/tf/summary/write,['tf.compat.v2.summary.write'],,
get_step,https://www.tensorflow.org/api_docs/python/tf/summary/experimental/get_step,['tf.compat.v2.summary.experimental.get_step'],,
set_step,https://www.tensorflow.org/api_docs/python/tf/summary/experimental/set_step,['tf.compat.v2.summary.experimental.set_step'],,
summary_scope,https://www.tensorflow.org/api_docs/python/tf/summary/experimental/summary_scope,['tf.compat.v2.summary.experimental.summary_scope'],,
write_raw_pb,https://www.tensorflow.org/api_docs/python/tf/summary/experimental/write_raw_pb,['tf.compat.v2.summary.experimental.write_raw_pb'],,
get_compile_flags,https://www.tensorflow.org/api_docs/python/tf/sysconfig/get_compile_flags,"['tf.compat.v1.sysconfig.get_compile_flags', 'tf.compat.v2.sysconfig.get_compile_flags']",,
get_include,https://www.tensorflow.org/api_docs/python/tf/sysconfig/get_include,"['tf.compat.v1.sysconfig.get_include', 'tf.compat.v2.sysconfig.get_include']",,
get_lib,https://www.tensorflow.org/api_docs/python/tf/sysconfig/get_lib,"['tf.compat.v1.sysconfig.get_lib', 'tf.compat.v2.sysconfig.get_lib']",,
get_link_flags,https://www.tensorflow.org/api_docs/python/tf/sysconfig/get_link_flags,"['tf.compat.v1.sysconfig.get_link_flags', 'tf.compat.v2.sysconfig.get_link_flags']",,
assert_equal_graph_def,https://www.tensorflow.org/api_docs/python/tf/test/assert_equal_graph_def,['tf.compat.v2.test.assert_equal_graph_def'],,
Benchmark,https://www.tensorflow.org/api_docs/python/tf/test/Benchmark,"['tf.compat.v1.test.Benchmark', 'tf.compat.v2.test.Benchmark']",,
benchmark_config,https://www.tensorflow.org/api_docs/python/tf/test/benchmark_config,"['tf.compat.v1.test.benchmark_config', 'tf.compat.v2.test.benchmark_config']",,
compute_gradient,https://www.tensorflow.org/api_docs/python/tf/test/compute_gradient,['tf.compat.v2.test.compute_gradient'],,
create_local_cluster,https://www.tensorflow.org/api_docs/python/tf/test/create_local_cluster,"['tf.compat.v1.test.create_local_cluster', 'tf.compat.v2.test.create_local_cluster']",,
gpu_device_name,https://www.tensorflow.org/api_docs/python/tf/test/gpu_device_name,"['tf.compat.v1.test.gpu_device_name', 'tf.compat.v2.test.gpu_device_name']",,
is_built_with_cuda,https://www.tensorflow.org/api_docs/python/tf/test/is_built_with_cuda,"['tf.compat.v1.test.is_built_with_cuda', 'tf.compat.v2.test.is_built_with_cuda']",,
is_built_with_gpu_support,https://www.tensorflow.org/api_docs/python/tf/test/is_built_with_gpu_support,"['tf.compat.v1.test.is_built_with_gpu_support', 'tf.compat.v2.test.is_built_with_gpu_support']",,
is_built_with_rocm,https://www.tensorflow.org/api_docs/python/tf/test/is_built_with_rocm,"['tf.compat.v1.test.is_built_with_rocm', 'tf.compat.v2.test.is_built_with_rocm']",,
is_gpu_available,https://www.tensorflow.org/api_docs/python/tf/test/is_gpu_available,"['tf.compat.v1.test.is_gpu_available', 'tf.compat.v2.test.is_gpu_available']",,
main,https://www.tensorflow.org/api_docs/python/tf/test/main,"['tf.compat.v1.test.main', 'tf.compat.v2.test.main']",,
TestCase,https://www.tensorflow.org/api_docs/python/tf/test/TestCase,"['tf.compat.v1.test.TestCase', 'tf.compat.v2.test.TestCase']",,
TestCase.failureException,https://www.tensorflow.org/api_docs/python/tf/test/TestCase/failureException,"['tf.compat.v1.test.TestCase.failureException', 'tf.compat.v2.test.TestCase.failureException']",,
DeviceAssignment,https://www.tensorflow.org/api_docs/python/tf/tpu/experimental/DeviceAssignment,"['tf.compat.v1.tpu.experimental.DeviceAssignment', 'tf.compat.v2.tpu.experimental.DeviceAssignment']",,
initialize_tpu_system,https://www.tensorflow.org/api_docs/python/tf/tpu/experimental/initialize_tpu_system,"['tf.compat.v1.tpu.experimental.initialize_tpu_system', 'tf.compat.v2.tpu.experimental.initialize_tpu_system']",,
shutdown_tpu_system,https://www.tensorflow.org/api_docs/python/tf/tpu/experimental/shutdown_tpu_system,"['tf.compat.v1.tpu.experimental.shutdown_tpu_system', 'tf.compat.v2.tpu.experimental.shutdown_tpu_system']",,
BytesList,https://www.tensorflow.org/api_docs/python/tf/train/BytesList,"['tf.compat.v1.train.BytesList', 'tf.compat.v2.train.BytesList']",,
Checkpoint,https://www.tensorflow.org/api_docs/python/tf/train/Checkpoint,['tf.compat.v2.train.Checkpoint'],,
CheckpointManager,https://www.tensorflow.org/api_docs/python/tf/train/CheckpointManager,"['tf.compat.v1.train.CheckpointManager', 'tf.compat.v2.train.CheckpointManager']",,
checkpoints_iterator,https://www.tensorflow.org/api_docs/python/tf/train/checkpoints_iterator,"['tf.compat.v1.train.checkpoints_iterator', 'tf.compat.v2.train.checkpoints_iterator']",,
ClusterDef,https://www.tensorflow.org/api_docs/python/tf/train/ClusterDef,"['tf.compat.v1.train.ClusterDef', 'tf.compat.v2.train.ClusterDef']",,
ClusterSpec,https://www.tensorflow.org/api_docs/python/tf/train/ClusterSpec,"['tf.compat.v1.train.ClusterSpec', 'tf.compat.v2.train.ClusterSpec']",,
Coordinator,https://www.tensorflow.org/api_docs/python/tf/train/Coordinator,"['tf.compat.v1.train.Coordinator', 'tf.compat.v2.train.Coordinator']",,
Example,https://www.tensorflow.org/api_docs/python/tf/train/Example,"['tf.compat.v1.train.Example', 'tf.compat.v2.train.Example']",,
ExponentialMovingAverage,https://www.tensorflow.org/api_docs/python/tf/train/ExponentialMovingAverage,"['tf.compat.v1.train.ExponentialMovingAverage', 'tf.compat.v2.train.ExponentialMovingAverage']",,
