,support,itemsets,length
904,0.00307152259763054,"frozenset({'input', 'tensor', 'values'})",3
699,0.00307152259763054,"frozenset({'name', 'optional', 'prefix', 'returned', 'tensor'})",5
647,0.00307152259763054,"frozenset({'tensor', 'SOME_DTYPE', 'returns'})",3
379,0.0029618253620008776,"frozenset({'optional', 'variable_scope', 'name'})",3
926,0.0029618253620008776,"frozenset({'d', 'tensor', 'must'})",3
556,0.0029618253620008776,"frozenset({'data', 'dataset', 'tf'})",3
806,0.0029618253620008776,"frozenset({'size', 'SOME_DTYPE', 'batch'})",3
617,0.0029618253620008776,"frozenset({'dimensions', 'reduce'})",2
382,0.0029618253620008776,"frozenset({'reduces', 'dimensions', 'none', 'default'})",4
380,0.0029618253620008776,"frozenset({'ssparse', 'indices', 'order'})",3
383,0.0029618253620008776,"frozenset({'false', 'condition', 'tensor', 'print'})",4
384,0.0029618253620008776,"frozenset({'computation', 'decay'})",2
386,0.0029618253620008776,"frozenset({'least', 'tensor', 'SOME_STRUCTURE'})",3
709,0.0029618253620008776,"frozenset({'name', 'SOME_DTYPE', 'flag'})",3
370,0.0028521281263712154,"frozenset({'value', 'minimum'})",2
799,0.0028521281263712154,"frozenset({'rank', 'tensor', 'SOME_DTYPE'})",3
374,0.0028521281263712154,"frozenset({'converted', 'SOME_DTYPE'})",2
371,0.0028521281263712154,"frozenset({'array', 'numpy'})",2
372,0.0028521281263712154,"frozenset({'required', 'tensor'})",2
373,0.0028521281263712154,"frozenset({'possible', 'number'})",2
915,0.0028521281263712154,"frozenset({'tensor', 'dimension', 'shape'})",3
376,0.0028521281263712154,"frozenset({'activation', 'function'})",2
831,0.0028521281263712154,"frozenset({'d', 'tensor', 'length'})",3
367,0.002742430890741553,"frozenset({'logits', 'tensor'})",2
360,0.002742430890741553,"frozenset({'data_format', 'value', 'see', 'details', 'order', 'dimension', 'determined'})",7
815,0.002742430890741553,"frozenset({'input', 'tensor', 'function'})",3
827,0.002742430890741553,"frozenset({'data', 'SOME_DTYPE', 'type'})",3
828,0.002742430890741553,"frozenset({'data', 'tensor', 'SOME_DTYPE'})",3
368,0.002742430890741553,"frozenset({'real', 'SOME_DTYPE'})",2
856,0.002742430890741553,"frozenset({'SOME_DTYPE', 'number', 'batch'})",3
929,0.002742430890741553,"frozenset({'input', 'tensor', 'SOME_STRUCTURE'})",3
903,0.002742430890741553,"frozenset({'value', 'values'})",2
348,0.0026327336551118913,"frozenset({'tensor', 'computed'})",2
358,0.0026327336551118913,"frozenset({'ndhwc', 'default'})",2
346,0.0026327336551118913,"frozenset({'global', 'step'})",2
591,0.0026327336551118913,"frozenset({'column', 'SOME_DTYPE'})",2
921,0.0026327336551118913,"frozenset({'value', 'tensor', 'shape'})",3
934,0.0026327336551118913,"frozenset({'tensor', 'shape', 'SOME_STRUCTURE'})",3
670,0.0026327336551118913,"frozenset({'containing', 'tensor', 'SOME_DTYPE'})",3
341,0.002523036419482229,"frozenset({'learning', 'rate'})",2
344,0.002523036419482229,"frozenset({'retains', 'dimensions', 'reduced', 'length', 'true'})",5
902,0.002523036419482229,"frozenset({'values', 'dimension'})",2
783,0.002523036419482229,"frozenset({'d', 'tensor', 'SOME_DTYPE', 'python'})",4
679,0.002413339183852567,"frozenset({'file', 'SOME_DTYPE'})",2
802,0.002413339183852567,"frozenset({'false', 'SOME_DTYPE'})",2
883,0.002413339183852567,"frozenset({'SOME_DTYPE', 'true'})",2
884,0.002413339183852567,"frozenset({'true', 'default'})",2
891,0.002413339183852567,"frozenset({'input', 'dimensions'})",2
544,0.002413339183852567,"frozenset({'use', 'padding', 'algorithm', 'type'})",4
329,0.002413339183852567,"frozenset({'text', 'SOME_DTYPE'})",2
326,0.002413339183852567,"frozenset({'default', 'n', 'dimensions', 'c', 'set'})",5
324,0.002413339183852567,"frozenset({'in_width', 'in_channels', 'order', 'batch', 'data', 'format', 'in_height'})",7
525,0.002413339183852567,"frozenset({'SOME_DTYPE', 'names', 'SOME_STRUCTURE'})",3
757,0.0023036419482229046,"frozenset({'SOME_STRUCTURE', 'returned'})",2
927,0.0023036419482229046,"frozenset({'SOME_DTYPE', 'shape', 'type', 'd', 'tensor'})",5
615,0.0023036419482229046,"frozenset({'tensor', 'sequence'})",2
316,0.0023036419482229046,"frozenset({'k', 'dimension', 'element', 'cells', 'filter', 'skipped', 'set'})",7
936,0.0023036419482229046,"frozenset({'optional', 'type'})",2
309,0.0023036419482229046,"frozenset({'seed', 'shuffling'})",2
669,0.0023036419482229046,"frozenset({'containing', 'SOME_STRUCTURE'})",2
312,0.0023036419482229046,"frozenset({'input_tensor', 'rank', 'must', 'range'})",4
703,0.0023036419482229046,"frozenset({'height', 'SOME_DTYPE', 'shape', 'd', 'width', 'tensor'})",6
867,0.0023036419482229046,"frozenset({'used', 'none'})",2
310,0.0023036419482229046,"frozenset({'function', 'applied', 'regularizer'})",3
866,0.0023036419482229046,"frozenset({'optional', 'used'})",2
320,0.0023036419482229046,"frozenset({'known', 'must'})",2
882,0.002193944712593243,"frozenset({'input', 'true'})",2
609,0.002193944712593243,"frozenset({'last', 'size', 'tensor', 'dimension'})",4
752,0.002193944712593243,"frozenset({'input', 'rank', 'must', 'range'})",4
865,0.002193944712593243,"frozenset({'value', 'used'})",2
552,0.002193944712593243,"frozenset({'predictions', 'tensor', 'whose', 'shape'})",4
790,0.002193944712593243,"frozenset({'d', 'tensor', 'n'})",3
301,0.002193944712593243,"frozenset({'SOME_DTYPE', 'cast'})",2
303,0.002193944712593243,"frozenset({'gpu', 'cpu'})",2
299,0.002193944712593243,"frozenset({'experimental', 'none', 'tf'})",3
302,0.002193944712593243,"frozenset({'collections', 'added', 'optional', 'SOME_STRUCTURE', 'update_op'})",5
295,0.002193944712593243,"frozenset({'inputs', 'channels', 'ordering', 'corresponds', 'dimensions', 'channels_last', 'shape', 'batch', 'channels_first'})",9
292,0.002193944712593243,"frozenset({'default', 'order', 'stored', 'batch', 'data', 'format'})",6
291,0.002193944712593243,"frozenset({'update', 'ops'})",2
305,0.002193944712593243,"frozenset({'matching', 'tensor'})",2
535,0.002193944712593243,"frozenset({'num_classes', 'tensor', 'shape'})",3
811,0.002193944712593243,"frozenset({'function', 'SOME_STRUCTURE'})",2
812,0.002193944712593243,"frozenset({'function', 'used'})",2
300,0.002193944712593243,"frozenset({'flagvalues', 'registered', 'instance', 'flag'})",4
646,0.0020842474769635806,"frozenset({'function', 'returns'})",2
279,0.0020842474769635806,"frozenset({'encoding', 'SOME_DTYPE'})",2
801,0.0020842474769635806,"frozenset({'false', 'default'})",2
874,0.0020842474769635806,"frozenset({'must', 'none'})",2
634,0.0020842474769635806,"frozenset({'window', 'SOME_DTYPE'})",2
506,0.0020842474769635806,"frozenset({'path', 'SOME_DTYPE'})",2
507,0.0020842474769635806,"frozenset({'path', 'file'})",2
278,0.0020842474769635806,"frozenset({'apply', 'type', 'reduction', 'loss'})",4
933,0.0020842474769635806,"frozenset({'SOME_DTYPE', 'shape', 'SOME_STRUCTURE'})",3
284,0.0020842474769635806,"frozenset({'input', 'produce'})",2
590,0.0020842474769635806,"frozenset({'column', 'tensor'})",2
585,0.0020842474769635806,"frozenset({'data_format', 'd', 'shape'})",3
920,0.0020842474769635806,"frozenset({'optional', 'value'})",2
282,0.0020842474769635806,"frozenset({'takes', 'returns'})",2
273,0.0020842474769635806,"frozenset({'ncdhw', 'ndhwc'})",2
280,0.0020842474769635806,"frozenset({'unicode', 'SOME_DTYPE'})",2
567,0.0020842474769635806,"frozenset({'non', 'tensor', 'SOME_DTYPE'})",3
281,0.0020842474769635806,"frozenset({'supplied', 'items', 'scope', 'attribute', 'name'})",5
614,0.0019745502413339184,"frozenset({'SOME_DTYPE', 'sequence'})",2
566,0.0019745502413339184,"frozenset({'non', 'SOME_DTYPE', 'number'})",3
522,0.0019745502413339184,"frozenset({'d', 'tensor', 'depth', 'batch'})",4
528,0.0019745502413339184,"frozenset({'non', 'negative', 'SOME_DTYPE'})",3
656,0.0019745502413339184,"frozenset({'channels', 'height', 'shape', 'batch', 'd', 'width', 'tensor'})",7
444,0.0019745502413339184,"frozenset({'following', 'one', 'SOME_DTYPE', 'must', 'bfloat', 'quint', 'qint'})",7
658,0.0019745502413339184,"frozenset({'tensor', 'may'})",2
897,0.0019745502413339184,"frozenset({'values', 'tf'})",2
651,0.0019745502413339184,"frozenset({'SOME_STRUCTURE', 'SOME_DTYPE', 'convolution', 'specifying'})",4
579,0.0019745502413339184,"frozenset({'SOME_DTYPE', 'summary'})",2
677,0.0019745502413339184,"frozenset({'tensor', 'SOME_DTYPE', 'corresponding'})",3
707,0.0019745502413339184,"frozenset({'ssparsetensor', 'SOME_DTYPE', 'shape'})",3
763,0.0019745502413339184,"frozenset({'set', 'none'})",2
262,0.0019745502413339184,"frozenset({'defining', 'SOME_DTYPE'})",2
718,0.0019745502413339184,"frozenset({'single', 'tensor', 'SOME_DTYPE'})",3
400,0.0019745502413339184,"frozenset({'vector', 'bias'})",2
807,0.0019745502413339184,"frozenset({'d', 'size', 'tensor', 'dimension'})",4
261,0.0019745502413339184,"frozenset({'need', 'never', 'almost', 'overridden'})",4
737,0.0019745502413339184,"frozenset({'labels', 'tensor', 'shape'})",3
265,0.0019745502413339184,"frozenset({'depth', 'dimensions', 'must', 'dilations', 'batch'})",5
268,0.0019745502413339184,"frozenset({'generator', 'seed', 'random'})",3
778,0.0019745502413339184,"frozenset({'optional', 'dtype', 'SOME_DTYPE', 'tf'})",4
746,0.0019745502413339184,"frozenset({'default', 'values', 'valid', 'n'})",4
691,0.0019745502413339184,"frozenset({'SOME_DTYPE', 'shape', 'batch_size', 'd', 'tensor'})",5
593,0.0018648530057042562,"frozenset({'tensor', 'SOME_DTYPE', 'matrix'})",3
608,0.0018648530057042562,"frozenset({'last', 'size', 'dimension', 'must'})",4
907,0.0018648530057042562,"frozenset({'values', 'SOME_DTYPE', 'SOME_STRUCTURE'})",3
756,0.0018648530057042562,"frozenset({'dtype', 'tensor', 'returned'})",3
257,0.0018648530057042562,"frozenset({'binary', 'SOME_DTYPE'})",2
682,0.0018648530057042562,"frozenset({'tensor', 'SOME_DTYPE', 'tf', 'representing'})",4
939,0.0018648530057042562,"frozenset({'SOME_STRUCTURE', 'name'})",2
549,0.0018648530057042562,"frozenset({'SOME_DTYPE', 'return'})",2
805,0.0018648530057042562,"frozenset({'size', 'shape', 'batch'})",3
574,0.0018648530057042562,"frozenset({'tensor', 'element'})",2
563,0.0018648530057042562,"frozenset({'default', 'SOME_DTYPE', 'channels_last', 'channels_first', 'one'})",5
519,0.0018648530057042562,"frozenset({'n', 'shape', 'm'})",3
558,0.0018648530057042562,"frozenset({'input', 'axis', 'tensor', 'index'})",4
849,0.0018648530057042562,"frozenset({'output', 'number'})",2
745,0.0018648530057042562,"frozenset({'e', 'value'})",2
256,0.0018648530057042562,"frozenset({'determines', 'batch'})",2
616,0.0018648530057042562,"frozenset({'SOME_DTYPE', 'reduce'})",2
244,0.0018648530057042562,"frozenset({'known', 'statically'})",2
826,0.0018648530057042562,"frozenset({'data', 'tensor', 'shape'})",3
864,0.0018648530057042562,"frozenset({'used', 'default'})",2
236,0.0018648530057042562,"frozenset({'tensor', 'indexedslices'})",2
240,0.0018648530057042562,"frozenset({'re', 'scope', 'match'})",3
241,0.0018648530057042562,"frozenset({'ragged', 'SOME_DTYPE'})",2
821,0.0018648530057042562,"frozenset({'use', 'SOME_DTYPE', 'SOME_STRUCTURE'})",3
873,0.0018648530057042562,"frozenset({'defaults', 'none'})",2
710,0.0018648530057042562,"frozenset({'first', 'SOME_DTYPE'})",2
243,0.0018648530057042562,"frozenset({'optional', 'losses'})",2
247,0.0018648530057042562,"frozenset({'behavior', 'see', 'tf', 'set_random_seed', 'compat', 'v'})",6
248,0.0018648530057042562,"frozenset({'input', 'invalid'})",2
249,0.0018648530057042562,"frozenset({'input', 'SOME_DTYPE', 'unique', 'identifying', 'feature'})",5
730,0.0018648530057042562,"frozenset({'specified', 'must'})",2
810,0.0018648530057042562,"frozenset({'variable', 'function'})",2
633,0.0018648530057042562,"frozenset({'input', 'size', 'dimension', 'window', 'tensor'})",5
896,0.0018648530057042562,"frozenset({'value', 'tf'})",2
254,0.0018648530057042562,"frozenset({'enables', 'true'})",2
848,0.0018648530057042562,"frozenset({'d', 'tensor', 'output'})",3
809,0.0017551557700745941,"frozenset({'optional', 'function'})",2
837,0.0017551557700745941,"frozenset({'variable', 'value'})",2
534,0.0017551557700745941,"frozenset({'num_classes', 'dimension'})",2
942,0.0017551557700745941,"frozenset({'operation', 'optional', 'SOME_DTYPE'})",3
825,0.0017551557700745941,"frozenset({'d', 'data', 'tensor'})",3
547,0.0017551557700745941,"frozenset({'value', 'return'})",2
548,0.0017551557700745941,"frozenset({'tensor', 'return'})",2
919,0.0017551557700745941,"frozenset({'input', 'default'})",2
788,0.0017551557700745941,"frozenset({'rank', 'tensor', 'n'})",3
928,0.0017551557700745941,"frozenset({'input', 'must', 'type'})",3
561,0.0017551557700745941,"frozenset({'SOME_DTYPE', 'object'})",2
766,0.0017551557700745941,"frozenset({'either', 'default'})",2
581,0.0017551557700745941,"frozenset({'in_channels', 'shape', 'type', 'd', 'tensor'})",5
855,0.0017551557700745941,"frozenset({'input', 'tensor', 'batch'})",3
597,0.0017551557700745941,"frozenset({'feature', 'value'})",2
901,0.0017551557700745941,"frozenset({'optional', 'values', 'SOME_STRUCTURE'})",3
736,0.0017551557700745941,"frozenset({'labels', 'SOME_DTYPE'})",2
641,0.0017551557700745941,"frozenset({'k', 'tensor'})",2
668,0.0017551557700745941,"frozenset({'containing', 'tensor', 'd'})",3
700,0.0017551557700745941,"frozenset({'single', 'SOME_DTYPE', 'specifying'})",3
675,0.0017551557700745941,"frozenset({'elements', 'tensor', 'SOME_DTYPE'})",3
695,0.0017551557700745941,"frozenset({'example', 'tf'})",2
521,0.0017551557700745941,"frozenset({'input', 'dimension', 'specifies'})",3
604,0.0017551557700745941,"frozenset({'d', 'tensor', 'SOME_DTYPE', 'vector'})",4
233,0.0017551557700745941,"frozenset({'ncw', 'nwc'})",2
513,0.0017551557700745941,"frozenset({'SOME_DTYPE', 'created'})",2
483,0.0017551557700745941,"frozenset({'axis', 'SOME_DTYPE', 'compute'})",3
359,0.0017551557700745941,"frozenset({'serialized', 'tensor', 'SOME_DTYPE'})",3
213,0.0017551557700745941,"frozenset({'id', 'SOME_DTYPE'})",2
218,0.0017551557700745941,"frozenset({'compatible', 'SOME_STRUCTURE'})",2
486,0.0017551557700745941,"frozenset({'SOME_DTYPE', 'maximum'})",2
221,0.0017551557700745941,"frozenset({'sum', 'mean', 'sqrtn'})",3
231,0.0017551557700745941,"frozenset({'batches', 'number'})",2
492,0.0017551557700745941,"frozenset({'weights', 'SOME_DTYPE'})",2
224,0.0017551557700745941,"frozenset({'parsing', 'tensor'})",2
560,0.001645458534444932,"frozenset({'tf', 'object'})",2
862,0.001645458534444932,"frozenset({'tensor', 'used', 'SOME_STRUCTURE'})",3
645,0.001645458534444932,"frozenset({'SOME_DTYPE', 'returns', 'SOME_STRUCTURE'})",3
824,0.001645458534444932,"frozenset({'data', 'SOME_STRUCTURE'})",2
698,0.001645458534444932,"frozenset({'format', 'tensor'})",2
489,0.001645458534444932,"frozenset({'array', 'tensor', 'SOME_DTYPE', 'd'})",4
211,0.001645458534444932,"frozenset({'d', 'higher'})",2
836,0.001645458534444932,"frozenset({'optional', 'variable', 'SOME_STRUCTURE'})",3
925,0.001645458534444932,"frozenset({'input', 'd'})",2
272,0.001645458534444932,"frozenset({'in_channels', 'shape', 'filter_width', 'filter_height', 'd'})",5
674,0.001645458534444932,"frozenset({'elements', 'number'})",2
872,0.001645458534444932,"frozenset({'none', 'shape'})",2
911,0.001645458534444932,"frozenset({'input', 'one'})",2
820,0.001645458534444932,"frozenset({'use', 'name'})",2
857,0.001645458534444932,"frozenset({'SOME_DTYPE', 'shape', 'batch', 'd', 'tensor'})",5
847,0.001645458534444932,"frozenset({'input', 'output', 'dimension'})",3
201,0.001645458534444932,"frozenset({'number', 'buckets'})",2
206,0.001645458534444932,"frozenset({'specified', 'positive', 'num_oov_buckets'})",3
589,0.001645458534444932,"frozenset({'column', 'SOME_STRUCTURE'})",2
594,0.001645458534444932,"frozenset({'dtype', 'SOME_DTYPE', 'x', 'broadcastable', 'tensor'})",5
755,0.001645458534444932,"frozenset({'type', 'returned'})",2
523,0.001645458534444932,"frozenset({'d', 'shape', 'depth', 'batch'})",4
895,0.001645458534444932,"frozenset({'tf', 'default'})",2
607,0.001645458534444932,"frozenset({'last', 'dimension', 'default'})",3
751,0.001645458534444932,"frozenset({'value', 'range'})",2
200,0.001645458534444932,"frozenset({'message', 'help', 'SOME_DTYPE'})",3
481,0.001645458534444932,"frozenset({'tensor', 'structure', 'nested'})",3
186,0.001645458534444932,"frozenset({'tensor', 'matrices'})",2
509,0.001645458534444932,"frozenset({'layer', 'SOME_DTYPE'})",2
800,0.001645458534444932,"frozenset({'false', 'true'})",2
362,0.001645458534444932,"frozenset({'considered', 'SOME_DTYPE'})",2
191,0.001645458534444932,"frozenset({'operations', 'performed', 'scope', 'computing', 'loss'})",5
418,0.001645458534444932,"frozenset({'tensor', 'arbitrary', 'values'})",3
863,0.001645458534444932,"frozenset({'input', 'used'})",2
468,0.00153576129881527,"frozenset({'means', 'none'})",2
610,0.00153576129881527,"frozenset({'SOME_DTYPE', 'match'})",2
178,0.00153576129881527,"frozenset({'depthwise', 'convolution'})",2
619,0.00153576129881527,"frozenset({'SOME_DTYPE', 'random'})",2
638,0.00153576129881527,"frozenset({'inputs', 'SOME_STRUCTURE'})",2
175,0.00153576129881527,"frozenset({'scope', 'without'})",2
174,0.00153576129881527,"frozenset({'run', 'number', 'iterations'})",3
661,0.00153576129881527,"frozenset({'along', 'SOME_STRUCTURE'})",2
396,0.00153576129881527,"frozenset({'keepdims', 'reduced'})",2
451,0.00153576129881527,"frozenset({'seed', 'random', 'used', 'create'})",4
765,0.00153576129881527,"frozenset({'either', 'SOME_DTYPE', 'SOME_STRUCTURE'})",3
772,0.00153576129881527,"frozenset({'whether', 'tensor'})",2
777,0.00153576129881527,"frozenset({'dtype', 'shape'})",2
781,0.00153576129881527,"frozenset({'python', 'function'})",2
406,0.00153576129881527,"frozenset({'input', 'tensor', 'equivalent'})",3
782,0.00153576129881527,"frozenset({'python', 'SOME_DTYPE', 'SOME_STRUCTURE'})",3
786,0.00153576129881527,"frozenset({'SOME_STRUCTURE', 'SOME_DTYPE', 'n'})",3
787,0.00153576129881527,"frozenset({'shape', 'batch', 'n'})",3
789,0.00153576129881527,"frozenset({'d', 'shape', 'n'})",3
744,0.00153576129881527,"frozenset({'e', 'SOME_DTYPE'})",2
413,0.00153576129881527,"frozenset({'tensor', 'point', 'floating'})",3
729,0.00153576129881527,"frozenset({'specified', 'tensor'})",2
804,0.00153576129881527,"frozenset({'size', 'output'})",2
814,0.00153576129881527,"frozenset({'tensor', 'function', 'tf'})",3
708,0.00153576129881527,"frozenset({'flag', 'value', 'default'})",3
818,0.00153576129881527,"frozenset({'optional', 'use'})",2
819,0.00153576129881527,"frozenset({'use', 'tensor'})",2
694,0.00153576129881527,"frozenset({'example', 'tensor'})",2
435,0.00153576129881527,"frozenset({'values', 'must', 'strides'})",3
673,0.00153576129881527,"frozenset({'elements', 'type'})",2
845,0.00153576129881527,"frozenset({'output', 'true'})",2
846,0.00153576129881527,"frozenset({'value', 'output'})",2
169,0.00153576129881527,"frozenset({'repeated', 'values', 'sorted'})",3
660,0.00153576129881527,"frozenset({'tensor', 'dimension', 'along'})",3
861,0.00153576129881527,"frozenset({'used', 'tf'})",2
173,0.00153576129881527,"frozenset({'eager', 'execution'})",2
397,0.00153576129881527,"frozenset({'keepdims', 'deprecated', 'alias'})",3
533,0.00153576129881527,"frozenset({'batch_size', 'num_classes', 'tensor'})",3
165,0.00153576129881527,"frozenset({'input', 'constant', 'boundaries', 'outside', 'points', 'mode'})",6
542,0.00153576129881527,"frozenset({'key', 'SOME_STRUCTURE'})",2
562,0.00153576129881527,"frozenset({'variable', 'keras', 'SOME_DTYPE', 'returned'})",4
530,0.00153576129881527,"frozenset({'value', 'SOME_DTYPE', 'step'})",3
482,0.00153576129881527,"frozenset({'tensor', 'compute'})",2
938,0.00153576129881527,"frozenset({'must', 'SOME_STRUCTURE'})",2
505,0.00153576129881527,"frozenset({'message', 'first', 'defaults', 'x', 'entries', 'error'})",6
545,0.00153576129881527,"frozenset({'sequence', 'nested'})",2
543,0.00153576129881527,"frozenset({'key', 'SOME_DTYPE'})",2
168,0.00153576129881527,"frozenset({'data_format', 'start', 'default', 'starts', 'nc'})",5
167,0.00153576129881527,"frozenset({'num_boxes', 'SOME_DTYPE', 'shape', 'd', 'tensor'})",5
659,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'along'})",2
733,0.0014260640631856077,"frozenset({'data', 'tensor', 'whose'})",3
665,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'SOME_STRUCTURE', 'type', 'tensor', 'objects'})",5
133,0.0014260640631856077,"frozenset({'tensor', 'mutable'})",2
496,0.0014260640631856077,"frozenset({'ops', 'SOME_STRUCTURE'})",2
138,0.0014260640631856077,"frozenset({'targets', 'tensor'})",2
139,0.0014260640631856077,"frozenset({'exhibit', 'behavior', 'may', 'less', 'otherwise', 'protected', 'lock', 'undefined', 'contention', 'true'})",10
318,0.0014260640631856077,"frozenset({'must', 'greater'})",2
144,0.0014260640631856077,"frozenset({'distribution', 'normal'})",2
537,0.0014260640631856077,"frozenset({'feature', 'columns', 'SOME_STRUCTURE'})",3
854,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'batch', 'shape', 'type', 'tensor'})",5
796,0.0014260640631856077,"frozenset({'axis', 'values'})",2
650,0.0014260640631856077,"frozenset({'width', 'convolution', 'height'})",3
649,0.0014260640631856077,"frozenset({'output', 'convolution'})",2
378,0.0014260640631856077,"frozenset({'SOME_DTYPE', 'metric'})",2
446,0.0014260640631856077,"frozenset({'result', 'tensor'})",2
728,0.0014260640631856077,"frozenset({'specified', 'SOME_DTYPE'})",2
501,0.0014260640631856077,"frozenset({'nchw', 'nhwc', 'default'})",3
497,0.0014260640631856077,"frozenset({'optional', 'ops'})",2
716,0.0014260640631856077,"frozenset({'single', 'tf'})",2
417,0.0014260640631856077,"frozenset({'tensor', 'arbitrary', 'shape'})",3
