class,Type,name,input,link,source_code
,function,torch.nn.functional.poisson_nll_loss,"input,target,log_input=True,full=False,size_average=None,eps=1e-08,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.poisson_nll_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#poisson_nll_loss
,function,torch.nn.functional.cosine_embedding_loss,"input1,input2,target,margin=0,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.cosine_embedding_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#cosine_embedding_loss
,function,torch.nn.functional.cross_entropy,"input,target,weight=None,size_average=None,ignore_index=-100,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.cross_entropy,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#cross_entropy
,function,torch.nn.functional.ctc_loss,"log_probs,targets,input_lengths,target_lengths,blank=0,reduction='mean',zero_infinity=False",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.ctc_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#ctc_loss
,function,torch.nn.functional.hinge_embedding_loss,"input,target,margin=1.0,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.hinge_embedding_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#hinge_embedding_loss
,function,torch.nn.functional.kl_div,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.kl_div,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#kl_div
,function,torch.nn.functional.l1_loss,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.l1_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#l1_loss
,function,torch.nn.functional.mse_loss,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.mse_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#mse_loss
,function,torch.nn.functional.margin_ranking_loss,"input1,input2,target,margin=0,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.margin_ranking_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#margin_ranking_loss
,function,torch.nn.functional.multilabel_margin_loss,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.multilabel_margin_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#multilabel_margin_loss
,function,torch.nn.functional.multilabel_soft_margin_loss,"input,target,weight=None,size_average=None",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.multilabel_soft_margin_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#multilabel_soft_margin_loss
,function,torch.nn.functional.multi_margin_loss,"input,target,p=1,margin=1.0,weight=None,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.multi_margin_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#multi_margin_loss
,function,torch.nn.functional.nll_loss,"input,target,weight=None,size_average=None,ignore_index=-100,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.nll_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#nll_loss
,function,torch.nn.functional.smooth_l1_loss,"input,target,size_average=None,reduce=None,reduction='mean'",https://pytorch.org/docs/stable/nn.functional.html#torch.nn.functional.smooth_l1_loss,https://pytorch.org/docs/stable/_modules/torch/nn/functional.html#smooth_l1_loss
