class,Type,name,input,link,source_code
torch.nn.Module,method,children,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.children,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.children
torch.nn.Module,method,cpu,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.cpu,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.cpu
torch.nn.Module,method,cuda,device=None,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.cuda,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.cuda
torch.nn.Module,method,double,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.double,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.double
torch.nn.Module,attribute,dump_patches,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.dump_patches,
torch.nn.Module,method,eval,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.eval,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.eval
torch.nn.Module,method,extra_repr,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.extra_repr,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.extra_repr
torch.nn.Module,method,float,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.float,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.float
torch.nn.Module,method,forward,*input,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.forward,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.forward
torch.nn.Module,method,half,,https://pytorch.org/docs/stable/nn.html#torch.nn.Module.half,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.half
torch.nn.Module,method,load_state_dict,"state_dict,strict=True",https://pytorch.org/docs/stable/nn.html#torch.nn.Module.load_state_dict,https://pytorch.org/docs/stable/_modules/torch/nn/modules/module.html#Module.load_state_dict
