class,Type,name,input,link,source_code
,function,torch.utils.cpp_extension.CppExtension,"name,sources,*args,**kwargs",https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.CppExtension,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#CppExtension
,function,torch.utils.cpp_extension.CUDAExtension,"name,sources,*args,**kwargs",https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.CUDAExtension,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#CUDAExtension
,function,torch.utils.cpp_extension.BuildExtension,"*args,**kwargs",https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.BuildExtension,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#BuildExtension
,function,torch.utils.cpp_extension.load,"name,sources,extra_cflags=None,extra_cuda_cflags=None,extra_ldflags=None,extra_include_paths=None,build_directory=None,verbose=False,with_cuda=None,is_python_module=True",https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.load,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#load
,function,torch.utils.cpp_extension.load_inline,"name,cpp_sources,cuda_sources=None,functions=None,extra_cflags=None,extra_cuda_cflags=None,extra_ldflags=None,extra_include_paths=None,build_directory=None,verbose=False,with_cuda=None,is_python_module=True,with_pytorch_error_handling=True",https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.load_inline,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#load_inline
,function,torch.utils.cpp_extension.include_paths,cuda=False,https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.include_paths,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#include_paths
,function,torch.utils.cpp_extension.check_compiler_abi_compatibility,compiler,https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.check_compiler_abi_compatibility,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#check_compiler_abi_compatibility
,function,torch.utils.cpp_extension.verify_ninja_availability,,https://pytorch.org/docs/stable/cpp_extension.html#torch.utils.cpp_extension.verify_ninja_availability,https://pytorch.org/docs/stable/_modules/torch/utils/cpp_extension.html#verify_ninja_availability
