class,Type,name,input,link,source_code
torch.torch.dtype,class,,,https://pytorch.org/docs/stable/tensor_attributes.html#torch.torch.dtype,
torch.torch.device,class,,,https://pytorch.org/docs/stable/tensor_attributes.html#torch.torch.device,
torch.torch.layout,class,,,https://pytorch.org/docs/stable/tensor_attributes.html#torch.torch.layout,
