class,Type,name,input,link,source_code
,function,torch.utils.dlpack.from_dlpack,dlpack,https://pytorch.org/docs/stable/dlpack.html#torch.utils.dlpack.from_dlpack,
,function,torch.utils.dlpack.to_dlpack,tensor,https://pytorch.org/docs/stable/dlpack.html#torch.utils.dlpack.to_dlpack,
