class,Type,name,input,link,source_code
torch.torch.finfo,class,,,https://pytorch.org/docs/stable/type_info.html#torch.torch.finfo,
torch.torch.iinfo,class,,,https://pytorch.org/docs/stable/type_info.html#torch.torch.iinfo,
